idx,nbest_size,top1_entity_recall,oracle_entity_recall,top1_hotword_only_cer,oracle_hotword_only_cer,top1_cer,oracle_cer,oracle_rank,oracle_beats_top1,top1_hit_rate,oracle_hit_rate
198,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
199,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
200,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
201,3.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.07142857142857142,0.07142857142857142,1.0,0.0,,
202,4.0,0.0,0.0,0.2,0.2,0.18181818181818182,0.18181818181818182,1.0,0.0,,
204,10.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.2727272727272727,0.2727272727272727,1.0,0.0,,
205,6.0,1.0,1.0,0.0,0.0,0.06666666666666667,0.0,2.0,0.0,,
206,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
207,9.0,1.0,1.0,0.0,0.0,0.05,0.05,1.0,0.0,,
209,14.0,1.0,1.0,0.0,0.0,0.36363636363636365,0.36363636363636365,1.0,0.0,,
210,13.0,1.0,1.0,0.0,0.0,0.1,0.1,1.0,0.0,,
211,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
212,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
213,5.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,2.0,0.0,,
214,2.0,0.0,0.0,0.3870967741935484,0.3870967741935484,0.48148148148148145,0.48148148148148145,1.0,0.0,,
215,6.0,1.0,1.0,0.0,0.0,0.125,0.125,1.0,0.0,,
216,12.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.2,0.1,7.0,1.0,,
217,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
218,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
219,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
220,7.0,1.0,1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,1.0,0.0,,
221,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
222,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
224,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
226,3.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.047619047619047616,0.047619047619047616,1.0,0.0,,
227,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
228,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
229,5.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.36363636363636365,0.18181818181818182,3.0,0.0,,
230,2.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.17647058823529413,0.058823529411764705,2.0,0.0,,
231,10.0,0.0,0.0,0.75,0.25,0.375,0.125,7.0,1.0,,
