idx,nbest_size,top1_entity_recall,oracle_entity_recall,top1_hotword_only_cer,oracle_hotword_only_cer,top1_cer,oracle_cer,oracle_rank,oracle_beats_top1,top1_hit_rate,oracle_hit_rate
224,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
226,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
227,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
228,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
229,11.0,0.0,0.0,0.6666666666666666,0.0,0.2727272727272727,0.09090909090909091,2.0,1.0,,
230,13.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.058823529411764705,0.058823529411764705,1.0,0.0,,
231,15.0,0.0,0.0,0.25,0.25,0.25,0.125,3.0,0.0,,
232,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
233,17.0,1.0,1.0,0.0,0.0,0.36363636363636365,0.2727272727272727,3.0,0.0,,
234,8.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.0,3.0,0.0,,
235,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
236,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
237,16.0,0.0,0.0,0.5,0.16666666666666666,0.5,0.25,15.0,1.0,,
238,13.0,0.0,0.0,0.2,0.2,0.14285714285714285,0.14285714285714285,1.0,0.0,,
239,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
240,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
241,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
242,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
243,6.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,0.0,,
244,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
245,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
246,6.0,1.0,1.0,0.0,0.0,0.1111111111111111,0.0,2.0,0.0,,
247,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
248,2.0,1.0,1.0,0.0,0.0,0.05,0.05,1.0,0.0,,
249,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
250,9.0,1.0,1.0,0.0,0.0,0.06666666666666667,0.06666666666666667,1.0,0.0,,
251,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
252,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
253,6.0,0.5,0.5,0.16666666666666666,0.16666666666666666,0.047619047619047616,0.047619047619047616,1.0,0.0,,
254,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
255,7.0,1.0,1.0,0.0,0.0,0.125,0.0,2.0,0.0,,
256,13.0,1.0,1.0,0.0,0.0,0.26666666666666666,0.13333333333333333,4.0,0.0,,
257,10.0,1.0,1.0,0.0,0.0,0.08695652173913043,0.0,3.0,0.0,,
258,4.0,1.0,1.0,1.0,1.0,0.047619047619047616,0.047619047619047616,1.0,0.0,,
259,15.0,0.0,0.0,1.0,0.5,0.36363636363636365,0.09090909090909091,3.0,1.0,,
260,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
261,7.0,0.0,0.0,0.5,0.5,0.25,0.1,7.0,0.0,,
262,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
263,9.0,1.0,1.0,0.0,0.0,0.09523809523809523,0.0,3.0,0.0,,
264,14.0,1.0,1.0,0.0,0.0,0.0625,0.0,3.0,0.0,,
265,8.0,1.0,1.0,0.0,0.0,0.05,0.0,2.0,0.0,,
266,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
267,5.0,1.0,1.0,0.0,0.0,0.13333333333333333,0.13333333333333333,1.0,0.0,,
268,9.0,0.5,1.0,0.5,0.5,0.19047619047619047,0.09523809523809523,2.0,1.0,,
269,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
270,10.0,0.0,0.0,1.0,0.5,0.16666666666666666,0.125,4.0,1.0,,
271,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
272,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
273,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
274,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
275,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
276,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
277,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
278,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
279,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
280,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
281,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
282,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
283,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
284,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
285,12.0,0.5,0.5,0.25,0.25,0.17647058823529413,0.17647058823529413,1.0,0.0,,
286,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
287,3.0,0.0,1.0,1.0,1.0,0.42857142857142855,0.35714285714285715,2.0,1.0,,
288,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
289,13.0,1.0,1.0,0.0,0.0,0.11764705882352941,0.11764705882352941,1.0,0.0,,
291,7.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,1.0,0.0,,
292,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
293,13.0,1.0,1.0,0.0,0.0,0.13636363636363635,0.13636363636363635,1.0,0.0,,
294,3.0,1.0,1.0,0.0,0.0,0.09523809523809523,0.047619047619047616,2.0,0.0,,
295,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
296,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
297,5.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0,0.0,,
298,4.0,0.0,0.0,1.0,1.0,2.2222222222222223,2.0,2.0,0.0,,
299,9.0,1.0,1.0,0.0,0.0,0.18181818181818182,0.0,2.0,0.0,,
300,6.0,1.0,1.0,0.0,0.0,0.041666666666666664,0.0,2.0,0.0,,
301,2.0,1.0,1.0,0.0,0.0,0.07142857142857142,0.0,2.0,0.0,,
302,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
303,11.0,1.0,1.0,0.0,0.0,0.05,0.0,2.0,0.0,,
304,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
305,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
306,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
307,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
308,9.0,1.0,1.0,0.0,0.0,0.1875,0.0625,7.0,0.0,,
309,3.0,1.0,1.0,0.0,0.0,0.20689655172413793,0.20689655172413793,1.0,0.0,,
310,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
311,12.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,3.0,0.0,,
312,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
313,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
314,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
315,9.0,1.0,1.0,0.0,0.0,0.0625,0.0,2.0,0.0,,
316,9.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,,
